Season,Name,Team,G,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,PA,BB.Percent,K.Percent,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,next_AVG
2021,Austin Hedges,CLE,88,286,51,34,7,0,10,32,31,15,1,87,1,3,7,7,1,0,312,0.048,0.27899999999999997,0.17,0.178,0.22,0.308,0.527,0.129,3.1,0.214,-0.1,-0.1,-0.7,0.0,15,-22.5,0.227,42,0.163
2022,Austin Hedges,CLE,105,294,48,37,4,0,7,26,30,25,0,78,6,3,10,12,2,0,338,0.07400000000000001,0.231,0.32,0.163,0.241,0.248,0.489,0.085,2.9,0.193,-1.9,-1.8,-0.6,0.1,16,-22.8,0.225,43,0.18
2023,Austin Hedges,PIT,65,161,29,23,5,0,1,13,14,11,0,39,2,3,9,7,1,0,187,0.059000000000000004,0.209,0.28,0.18,0.237,0.23,0.467,0.05,3.0,0.226,0.0,-0.4,-0.3,-0.1,6,-16.4,0.213,26,0.152
2020,Austin Meadows,TBR,36,132,27,14,8,1,4,19,13,17,0,50,1,2,0,0,2,1,152,0.11199999999999999,0.32899999999999996,0.34,0.205,0.296,0.371,0.667,0.167,5.2,0.288,-0.8,0.5,-0.4,-0.1,15,-3.6,0.292,88,0.234
2021,Austin Meadows,TBR,142,518,121,62,29,3,27,79,106,59,3,122,6,8,0,4,4,3,591,0.1,0.20600000000000002,0.48,0.234,0.315,0.458,0.772,0.224,4.1,0.249,-3.0,2.2,-1.0,-0.9,78,6.3,0.327,112,0.25
2020,Austin Nola,SEA,29,98,30,19,5,1,5,15,19,9,1,17,2,1,0,1,0,0,110,0.08199999999999999,0.155,0.53,0.306,0.373,0.531,0.903,0.224,3.1,0.325,-0.4,0.3,-0.6,-0.1,19,5.6,0.38,148,0.272
2021,Austin Nola,SDP,56,173,47,33,12,0,2,15,29,14,0,19,5,2,0,2,0,1,194,0.07200000000000001,0.098,0.74,0.272,0.34,0.376,0.716,0.104,1.3,0.292,0.4,0.4,0.4,-0.6,24,0.2,0.316,101,0.251
2022,Austin Nola,SDP,110,347,87,68,15,0,4,40,40,34,1,60,6,9,1,5,2,1,397,0.086,0.151,0.57,0.251,0.321,0.329,0.649,0.078,2.5,0.284,-0.7,0.3,-1.2,-0.4,39,-6.4,0.29,89,0.146
2020,Austin Riley,ATL,51,188,45,29,7,1,8,24,27,16,1,49,1,1,0,5,0,0,206,0.078,0.23800000000000002,0.33,0.239,0.301,0.415,0.716,0.176,2.4,0.28,0.1,-0.4,0.3,-0.1,24,-2.3,0.307,88,0.303
2021,Austin Riley,ATL,160,590,179,112,33,1,33,91,107,52,2,168,12,8,0,11,0,1,662,0.079,0.254,0.31,0.303,0.367,0.531,0.898,0.227,2.0,0.368,-3.2,0.1,0.5,-1.0,116,35.6,0.379,136,0.273
2022,Austin Riley,ATL,159,615,168,89,39,2,38,90,93,57,1,168,17,4,0,13,2,0,693,0.08199999999999999,0.242,0.34,0.273,0.349,0.528,0.878,0.255,3.0,0.315,-1.7,0.3,-0.5,-0.3,116,36.8,0.377,144,0.281
2023,Austin Riley,ATL,159,636,179,107,32,3,37,117,97,59,4,172,9,11,0,18,3,1,715,0.083,0.24100000000000002,0.34,0.281,0.345,0.516,0.861,0.234,4.1,0.324,4.3,-1.1,1.8,-1.1,113,26.3,0.363,128,0.256
2020,Austin Slater,SFG,31,85,24,16,2,1,5,18,7,16,0,22,2,0,1,2,8,1,104,0.154,0.212,0.73,0.282,0.408,0.506,0.914,0.224,7.8,0.328,0.7,0.1,0.2,1.1,20,6.6,0.395,150,0.241
2021,Austin Slater,SFG,129,274,66,41,12,1,12,39,32,28,2,84,4,0,0,7,15,2,306,0.092,0.275,0.33,0.241,0.32,0.423,0.744,0.182,6.0,0.303,1.4,-0.9,1.2,1.9,39,1.6,0.321,103,0.264
2022,Austin Slater,SFG,125,277,73,49,15,2,7,49,34,40,0,89,6,2,0,9,12,1,325,0.12300000000000001,0.27399999999999997,0.45,0.264,0.366,0.408,0.774,0.144,6.8,0.361,3.1,-1.2,0.0,1.6,46,8.9,0.344,124,0.27
2023,Austin Slater,SFG,89,185,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,2,207,0.09699999999999999,0.28,0.34,0.27,0.348,0.4,0.748,0.13,2.5,0.369,0.7,0.3,-0.5,-0.9,27,2.0,0.33,109,0.2
2021,Austin Wynns,BAL,45,130,24,16,4,0,4,14,14,8,0,31,0,0,1,6,1,0,139,0.057999999999999996,0.223,0.26,0.185,0.232,0.308,0.54,0.123,3.6,0.211,0.0,-1.4,-0.9,0.1,8,-9.0,0.236,44,0.259
2022,Austin Wynns,SFG,66,162,42,32,7,0,3,14,21,10,0,38,3,1,1,9,0,0,177,0.055999999999999994,0.215,0.26,0.259,0.313,0.358,0.671,0.099,0.9,0.32,-0.9,-1.4,-0.7,-0.2,19,-1.7,0.298,93,0.214
2020,Avisaíl García,MIL,53,181,43,31,10,0,2,20,15,20,2,49,6,0,0,2,1,3,207,0.09699999999999999,0.237,0.41,0.238,0.333,0.326,0.659,0.088,2.2,0.315,0.1,0.2,-0.3,-1.3,22,-4.2,0.296,83,0.262
2021,Avisaíl García,MIL,135,461,121,74,18,0,29,68,86,38,5,121,11,5,0,12,8,4,515,0.07400000000000001,0.235,0.31,0.262,0.33,0.49,0.82,0.228,3.4,0.291,-0.2,0.2,-0.6,-0.5,76,13.4,0.346,115,0.224
2022,Avisaíl García,MIA,98,357,80,63,9,0,8,31,35,17,0,109,4,2,0,12,4,0,380,0.045,0.287,0.16,0.224,0.266,0.317,0.582,0.092,3.3,0.298,-0.3,-1.4,-0.5,0.5,28,-15.5,0.258,61,0.185
2020,Ben Gamel,MIL,40,114,27,15,8,1,3,13,10,13,0,39,0,0,0,4,0,2,127,0.102,0.307,0.33,0.237,0.315,0.404,0.718,0.167,3.8,0.333,-2.9,-0.9,-1.9,-1.0,15,-0.7,0.313,94,0.255
2021,Ben Gamel,PIT,111,326,83,55,17,3,8,42,26,48,2,99,3,4,2,6,3,6,383,0.125,0.258,0.48,0.255,0.352,0.399,0.75,0.144,3.9,0.336,1.7,0.4,1.9,-2.3,51,4.2,0.328,103,0.232
2021,Billy McKinney,NYM,39,91,20,8,6,1,5,15,14,11,0,31,0,0,0,1,1,0,102,0.10800000000000001,0.304,0.35,0.22,0.304,0.473,0.776,0.253,6.0,0.273,-0.2,0.0,0.2,0.1,14,1.3,0.33,110,0.207
2021,Billy McKinney,MIL,40,92,19,12,3,1,3,9,6,7,1,24,0,1,0,1,1,0,100,0.07,0.24,0.29,0.207,0.26,0.359,0.619,0.152,5.0,0.242,0.1,0.1,0.3,0.1,8,-4.3,0.263,61,0.227
2023,Blake Perkins,MIL,67,143,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,168,0.13699999999999998,0.27399999999999997,0.5,0.217,0.325,0.35,0.675,0.133,5.1,0.29,2.0,0.3,1.0,-0.2,18,-2.1,0.303,89,0.24
2020,Bo Bichette,TOR,29,123,37,22,9,1,5,18,23,5,1,27,0,0,0,2,4,1,128,0.039,0.21100000000000002,0.19,0.301,0.328,0.512,0.84,0.211,6.2,0.352,-0.6,0.2,-0.1,0.3,20,3.6,0.353,120,0.298
2021,Bo Bichette,TOR,159,640,191,131,30,1,29,121,102,40,0,137,6,4,0,10,25,1,690,0.057999999999999996,0.19899999999999998,0.29,0.298,0.343,0.484,0.828,0.186,6.0,0.339,2.4,0.5,0.9,4.0,106,22.5,0.354,122,0.29
2022,Bo Bichette,TOR,159,652,189,121,43,1,24,91,93,41,0,155,2,2,0,21,13,8,697,0.059000000000000004,0.222,0.26,0.29,0.333,0.469,0.802,0.179,3.8,0.347,0.6,-2.0,1.2,-1.3,101,20.9,0.347,129,0.306
2023,Bo Bichette,TOR,135,571,175,122,30,3,20,69,73,27,0,115,2,1,0,14,5,3,601,0.045,0.191,0.23,0.306,0.339,0.475,0.814,0.168,3.6,0.355,0.6,-0.9,0.0,-1.4,89,15.5,0.349,124,0.225
2023,Bo Naylor,CLE,67,198,47,23,13,0,11,33,32,30,1,53,1,1,0,2,5,0,230,0.13,0.23,0.57,0.237,0.339,0.47,0.809,0.232,4.6,0.267,1.4,0.9,1.1,0.6,33,5.4,0.347,123,0.201
2021,Bobby Dalbec,BOS,133,417,100,49,21,5,25,50,78,28,1,156,7,1,0,3,2,0,453,0.062,0.344,0.18,0.24,0.298,0.494,0.792,0.254,4.6,0.316,-1.9,1.4,-0.2,0.1,62,7.3,0.334,106,0.215
2022,Bobby Witt Jr.,KCR,150,591,150,93,31,6,20,82,80,30,2,135,6,5,0,12,30,7,632,0.047,0.214,0.22,0.254,0.294,0.428,0.722,0.174,7.2,0.295,3.7,0.4,4.5,2.7,73,0.7,0.311,98,0.276
2023,Bobby Witt Jr.,KCR,158,641,177,108,28,11,30,97,96,40,1,121,4,8,1,11,49,15,694,0.057999999999999996,0.174,0.33,0.276,0.319,0.495,0.813,0.218,8.1,0.295,4.1,0.6,5.3,2.3,99,14.4,0.343,116,0.332
2020,Brad Miller,STL,48,142,33,17,8,1,7,21,25,25,1,46,3,1,0,2,1,0,171,0.146,0.26899999999999996,0.54,0.232,0.357,0.451,0.807,0.218,4.2,0.289,-0.1,0.5,-0.6,0.1,26,4.2,0.349,121,0.227
2021,Brad Miller,PHI,140,331,75,43,9,3,20,53,49,45,2,112,1,0,0,7,3,0,377,0.11900000000000001,0.297,0.4,0.227,0.321,0.453,0.774,0.227,5.1,0.276,0.1,0.2,-0.5,0.3,51,5.3,0.331,106,0.212
2021,Bradley Zimmer,CLE,99,299,68,50,9,1,8,44,35,30,0,122,15,4,0,3,15,3,348,0.086,0.35100000000000003,0.25,0.227,0.325,0.344,0.669,0.117,6.4,0.347,0.0,0.6,-1.0,1.4,38,-4.2,0.3,91,0.101
2020,Brandon Belt,SFG,51,149,46,23,13,1,9,25,30,30,1,36,0,0,0,5,0,0,179,0.168,0.201,0.83,0.309,0.425,0.591,1.015,0.282,2.3,0.356,0.4,-0.4,-0.7,-0.2,39,16.2,0.427,171,0.274
2021,Brandon Belt,SFG,97,325,89,44,14,2,29,65,59,48,3,103,7,1,0,9,3,2,381,0.126,0.27,0.47,0.274,0.378,0.597,0.975,0.323,4.1,0.309,-1.3,-0.2,0.1,-0.6,75,28.9,0.406,159,0.213
2022,Brandon Belt,SFG,78,254,54,36,9,1,8,25,23,37,2,81,6,1,0,9,1,0,298,0.124,0.272,0.46,0.213,0.326,0.35,0.676,0.138,2.9,0.277,0.4,-1.3,-0.6,-0.1,33,-1.5,0.303,97,0.254
2020,Brandon Crawford,SFG,54,172,44,24,12,0,8,26,28,15,2,47,4,2,0,3,1,2,193,0.078,0.244,0.32,0.256,0.326,0.465,0.792,0.209,2.6,0.303,0.1,0.2,-0.6,-0.8,27,2.4,0.334,110,0.298
2021,Brandon Crawford,SFG,138,483,144,87,30,3,24,79,90,56,6,105,5,5,0,8,11,3,549,0.102,0.191,0.53,0.298,0.373,0.522,0.895,0.224,5.1,0.334,-1.5,1.4,-2.1,0.5,95,28.5,0.377,140,0.231
2022,Brandon Crawford,SFG,118,407,94,68,15,2,9,50,52,39,3,98,8,4,0,12,1,1,458,0.085,0.214,0.4,0.231,0.308,0.344,0.652,0.113,3.2,0.28,2.7,-0.2,0.4,-0.7,45,-7.6,0.289,87,0.194
2022,Brandon Drury,CIN,92,350,96,52,22,2,20,62,59,29,0,84,4,2,0,6,2,2,385,0.075,0.218,0.35,0.274,0.335,0.52,0.855,0.246,4.2,0.306,-1.8,0.5,-1.1,-0.7,61,17.4,0.367,132,0.238
2022,Brandon Drury,SDP,46,168,40,23,9,0,8,25,28,9,0,42,4,2,0,2,0,1,183,0.049,0.23,0.21,0.238,0.29,0.435,0.724,0.196,2.6,0.267,-1.4,0.4,-0.4,-0.5,21,0.5,0.313,105,0.262
2023,Brandon Drury,LAA,125,485,127,68,30,3,26,61,83,25,0,136,8,5,0,14,0,2,523,0.048,0.26,0.18,0.262,0.306,0.497,0.803,0.235,2.9,0.308,-1.4,-1.1,-1.2,-1.6,73,9.0,0.339,115,0.169
2020,Brandon Lowe,TBR,56,193,52,27,9,2,14,36,37,25,0,58,4,2,0,2,3,0,224,0.11199999999999999,0.259,0.43,0.269,0.362,0.554,0.916,0.285,6.1,0.309,2.1,0.4,1.1,0.4,40,12.3,0.385,151,0.247
2021,Brandon Lowe,TBR,149,535,132,62,31,0,39,97,99,68,4,167,9,3,0,2,7,1,615,0.111,0.272,0.41,0.247,0.34,0.523,0.863,0.277,3.8,0.28,2.6,1.8,1.3,0.5,99,24.9,0.363,136,0.221
2022,Brandon Lowe,TBR,65,235,52,32,10,2,8,31,25,27,0,61,3,1,0,1,1,0,266,0.102,0.22899999999999998,0.44,0.221,0.308,0.383,0.691,0.162,4.2,0.263,1.0,1.1,0.0,-0.1,30,-0.8,0.306,103,0.231
2023,Brandon Lowe,TBR,109,377,87,50,15,1,21,58,68,50,0,119,6,3,0,8,7,0,436,0.115,0.273,0.42,0.231,0.328,0.443,0.771,0.212,4.9,0.275,0.3,0.7,0.7,0.6,59,5.6,0.334,116,0.244
2021,Brandon Marsh,LAA,70,236,60,43,12,3,2,27,19,20,0,91,2,1,1,3,6,1,260,0.077,0.35,0.22,0.254,0.317,0.356,0.673,0.102,6.5,0.403,2.4,0.5,1.3,0.6,28,-3.9,0.296,85,0.288
2022,Brandon Marsh,PHI,41,132,38,24,9,2,3,15,15,6,0,41,0,0,0,2,2,2,138,0.043,0.297,0.15,0.288,0.319,0.455,0.773,0.167,5.4,0.398,-0.3,0.5,0.6,-0.5,18,2.7,0.334,115,0.226
2022,Brandon Marsh,LAA,93,292,66,47,9,2,8,34,37,22,1,117,3,3,3,2,8,2,323,0.068,0.36200000000000004,0.19,0.226,0.284,0.353,0.637,0.127,5.8,0.341,1.3,1.0,1.2,0.5,29,-7.7,0.28,79,0.277
2023,Brandon Marsh,PHI,133,404,112,69,25,6,12,58,60,59,2,144,4,4,1,4,10,2,472,0.125,0.305,0.41,0.277,0.372,0.458,0.829,0.181,6.3,0.397,1.7,1.2,2.6,0.2,73,15.6,0.358,124,0.249
2020,Brandon Nimmo,NYM,55,186,52,33,8,3,8,33,18,33,0,43,6,0,0,1,1,2,225,0.147,0.191,0.77,0.28,0.404,0.484,0.888,0.204,4.4,0.326,0.3,0.6,0.9,-0.9,41,12.7,0.387,149,0.292
2021,Brandon Nimmo,NYM,92,325,95,67,17,3,8,51,28,54,0,79,5,0,2,3,5,4,386,0.14,0.205,0.68,0.292,0.401,0.437,0.838,0.145,4.3,0.366,-0.7,0.9,1.0,-1.1,64,17.5,0.369,135,0.274
2022,Brandon Nimmo,NYM,151,580,159,106,30,7,16,102,64,71,0,116,16,3,3,9,3,2,673,0.105,0.172,0.61,0.274,0.367,0.433,0.8,0.159,4.7,0.317,0.7,0.0,3.9,-1.0,100,23.0,0.353,132,0.274
2023,Brandon Nimmo,NYM,152,592,162,102,30,6,24,89,68,74,0,146,11,4,1,6,3,3,682,0.109,0.214,0.51,0.274,0.363,0.466,0.829,0.193,4.0,0.324,-1.1,0.6,-1.3,-2.1,106,22.9,0.359,129,0.224
2022,Brendan Donovan,STL,126,391,110,83,21,1,5,64,45,60,1,70,14,2,1,8,2,3,468,0.128,0.15,0.86,0.281,0.394,0.379,0.773,0.097,2.9,0.33,-0.2,-0.3,-1.0,-1.4,68,14.5,0.349,127,0.284
2023,Brendan Donovan,STL,95,327,93,71,10,1,11,48,34,33,2,53,9,1,1,4,5,1,371,0.08900000000000001,0.14300000000000002,0.62,0.284,0.365,0.422,0.787,0.138,4.1,0.311,2.8,0.6,0.0,-0.3,53,8.1,0.345,118,0.278
2021,Brendan Rodgers,COL,102,387,110,71,21,3,15,49,51,19,0,84,7,2,0,8,0,0,415,0.046,0.20199999999999999,0.23,0.284,0.328,0.47,0.798,0.186,2.6,0.328,-0.2,0.2,0.4,-0.3,59,9.1,0.341,98,0.266
2022,Brendan Rodgers,COL,137,527,140,94,30,3,13,72,63,46,0,101,3,5,0,25,0,0,581,0.079,0.174,0.46,0.266,0.325,0.408,0.733,0.142,2.6,0.304,2.3,-3.4,-0.4,-0.6,72,5.2,0.321,94,0.258
2023,Brendan Rodgers,COL,46,178,46,32,9,1,4,21,20,11,0,41,3,0,0,6,0,0,192,0.057,0.214,0.27,0.258,0.313,0.388,0.7,0.129,2.5,0.316,-0.3,-0.8,0.0,-0.4,22,-1.9,0.307,77,0.267
2021,Brent Rooker,MIN,58,189,38,19,10,0,9,25,16,15,0,70,9,0,0,1,0,0,213,0.07,0.32899999999999996,0.21,0.201,0.291,0.397,0.688,0.196,1.8,0.264,0.2,0.9,0.5,-0.1,23,-2.4,0.301,91,0.246
2023,Brent Rooker,OAK,137,463,114,63,20,1,30,61,69,49,1,172,10,4,0,11,4,0,526,0.09300000000000001,0.327,0.28,0.246,0.329,0.488,0.817,0.242,3.3,0.317,0.2,-0.1,-0.6,-0.1,77,13.0,0.348,126,0.293
2023,Brenton Doyle,COL,126,399,81,50,16,5,10,48,48,22,0,151,4,3,3,9,22,5,431,0.051,0.35,0.15,0.203,0.25,0.343,0.593,0.14,8.1,0.295,1.4,-0.1,1.5,1.7,31,-21.9,0.257,44,0.26
2023,Brett Baty,NYM,108,353,75,54,12,0,9,41,34,29,0,109,2,1,1,8,2,0,389,0.075,0.28,0.27,0.212,0.275,0.323,0.598,0.11,3.1,0.28,0.1,-0.5,-0.3,-0.3,30,-17.1,0.266,67,0.229
2020,Brett Gardner,NYY,49,130,29,18,5,1,5,20,15,26,0,35,1,1,0,0,3,3,158,0.165,0.222,0.74,0.223,0.354,0.392,0.747,0.169,4.5,0.264,0.1,1.0,0.2,-0.8,21,1.6,0.332,111,0.222
2021,Brett Phillips,TBR,119,253,52,26,9,4,13,50,44,33,0,113,2,2,2,3,14,3,292,0.113,0.387,0.29,0.206,0.3,0.427,0.727,0.221,8.7,0.302,1.7,0.5,1.8,1.3,35,-0.4,0.313,102,0.147
2023,Brett Wisely,SFG,51,120,21,14,5,0,2,10,8,9,0,40,0,1,1,2,2,1,131,0.069,0.305,0.23,0.175,0.231,0.267,0.497,0.092,3.4,0.241,-0.6,-0.2,-0.4,-0.2,5,-10.5,0.222,36,0.238
2020,Brian Anderson,MIA,59,200,51,32,7,1,11,27,38,22,1,66,6,1,0,2,0,0,229,0.096,0.28800000000000003,0.33,0.255,0.345,0.465,0.81,0.21,2.4,0.323,0.2,0.6,0.2,-0.2,34,5.4,0.348,120,0.249
2021,Brian Anderson,MIA,67,233,58,42,9,0,7,24,28,26,2,65,5,0,0,4,5,0,264,0.098,0.24600000000000002,0.4,0.249,0.337,0.378,0.715,0.129,3.6,0.317,-0.1,-0.3,0.5,0.8,32,0.0,0.314,95,0.222
2022,Brian Anderson,MIA,98,338,75,50,16,1,8,43,28,37,2,101,7,1,0,7,1,0,383,0.09699999999999999,0.264,0.37,0.222,0.311,0.346,0.657,0.124,3.3,0.291,-0.2,0.3,0.0,-0.2,39,-5.0,0.293,85,0.226
2020,Brian Goodwin,LAA,30,95,23,11,7,1,4,12,17,12,1,35,1,1,0,0,1,0,109,0.11,0.321,0.34,0.242,0.33,0.463,0.793,0.221,5.1,0.333,-0.5,0.6,-0.3,0.1,15,1.5,0.336,111,0.221
2023,Brice Turang,MIL,137,404,88,70,9,3,6,46,34,38,1,94,1,2,3,9,26,4,448,0.085,0.21,0.4,0.218,0.285,0.3,0.585,0.082,6.6,0.268,1.2,0.0,0.2,2.7,33,-21.1,0.262,61,0.254
2021,Bryan De La Cruz,MIA,58,199,59,45,7,2,5,17,19,18,1,53,1,1,0,8,1,1,219,0.08199999999999999,0.242,0.34,0.296,0.356,0.427,0.783,0.131,3.1,0.38,0.1,-1.0,-0.2,-0.4,31,4.4,0.339,111,0.252
2022,Bryan De La Cruz,MIA,115,329,83,50,20,0,13,38,43,19,0,90,2,4,0,8,4,0,355,0.054000000000000006,0.254,0.21,0.252,0.294,0.432,0.725,0.179,3.5,0.304,-0.7,-1.0,0.2,0.5,42,1.0,0.313,99,0.257
2023,Bryan De La Cruz,MIA,153,579,149,98,32,0,19,60,78,40,0,142,1,5,0,18,4,1,626,0.064,0.22699999999999998,0.28,0.257,0.304,0.411,0.715,0.154,2.5,0.307,-0.6,-1.4,-3.0,-0.7,71,-5.0,0.309,91,0.245
2024,Bryan De La Cruz,MIA,105,424,104,67,19,0,18,44,51,25,1,118,2,2,0,8,3,1,454,0.055,0.26,0.21,0.245,0.289,0.417,0.707,0.172,2.4,0.297,-1.3,0.0,-0.9,-0.5,51,-2.0,0.305,93,0.2
2020,Bryan Reynolds,PIT,55,185,35,20,6,2,7,24,19,21,0,57,1,0,0,2,1,1,208,0.10099999999999999,0.27399999999999997,0.37,0.189,0.275,0.357,0.632,0.168,4.6,0.231,-1.7,0.4,-0.4,-0.4,19,-7.4,0.278,70,0.302
2021,Bryan Reynolds,PIT,159,559,169,102,35,8,24,93,90,75,9,119,8,4,0,10,5,2,646,0.11599999999999999,0.184,0.63,0.302,0.39,0.522,0.912,0.22,5.1,0.345,2.6,0.8,0.9,-0.4,116,37.7,0.385,140,0.262
2022,Bryan Reynolds,PIT,145,542,142,92,19,4,27,74,62,56,6,141,14,2,0,13,7,3,614,0.091,0.23,0.4,0.262,0.345,0.461,0.807,0.199,4.5,0.306,-0.8,-0.9,-1.3,-0.4,89,19.1,0.349,123,0.263
2023,Bryan Reynolds,PIT,145,574,151,91,31,5,24,85,84,53,2,138,7,6,0,13,12,1,640,0.083,0.21600000000000003,0.38,0.263,0.33,0.46,0.79,0.197,5.8,0.304,1.5,-0.4,0.5,0.8,88,10.2,0.338,110,0.275
2020,Bryce Harper,PHI,58,190,51,27,9,2,13,41,33,49,8,43,2,2,1,5,8,2,244,0.201,0.17600000000000002,1.14,0.268,0.42,0.542,0.962,0.274,6.0,0.279,-1.4,0.3,-1.3,0.5,47,16.5,0.4,150,0.309
2021,Bryce Harper,PHI,141,488,151,73,42,1,35,101,84,100,14,134,5,4,2,12,13,3,599,0.16699999999999998,0.22399999999999998,0.75,0.309,0.429,0.615,1.044,0.305,4.3,0.359,-2.5,-0.8,-1.1,0.8,130,57.7,0.431,170,0.286
2022,Bryce Harper,PHI,99,370,106,59,28,1,18,63,65,46,9,87,3,7,0,13,11,4,426,0.10800000000000001,0.204,0.53,0.286,0.364,0.514,0.877,0.227,4.6,0.324,-0.7,-0.4,1.0,0.2,69,20.2,0.369,139,0.293
2023,Bryce Harper,PHI,126,457,134,83,29,1,21,84,72,80,8,119,5,4,0,10,11,3,546,0.147,0.218,0.67,0.293,0.401,0.499,0.9,0.206,4.3,0.352,-2.3,0.1,0.0,-0.3,96,29.9,0.384,141,0.285
2022,Bryson Stott,PHI,127,427,100,69,19,2,10,58,49,36,0,89,1,1,1,3,12,4,466,0.077,0.191,0.4,0.234,0.295,0.358,0.653,0.124,5.5,0.274,2.5,1.8,2.3,0.4,46,-7.7,0.289,84,0.28
2023,Bryson Stott,PHI,151,585,164,115,32,2,15,78,62,39,1,100,7,8,1,10,31,3,640,0.061,0.156,0.39,0.28,0.329,0.419,0.747,0.138,6.0,0.312,1.8,-0.2,1.3,3.7,80,2.4,0.323,100,0.245
2020,Byron Buxton,MIN,39,130,33,17,3,0,13,19,27,2,0,36,1,2,0,2,2,1,135,0.015,0.267,0.06,0.254,0.267,0.577,0.844,0.323,3.4,0.241,0.2,0.3,-0.4,-0.1,20,2.9,0.345,121,0.306
2021,Byron Buxton,MIN,61,235,72,30,23,0,19,50,32,13,0,62,6,0,0,0,9,1,254,0.051,0.244,0.21,0.306,0.358,0.647,1.005,0.34,6.0,0.344,1.9,1.3,1.4,1.2,53,21.9,0.419,171,0.224
2022,Byron Buxton,MIN,92,340,76,32,13,3,28,61,51,34,0,116,7,1,0,0,6,0,382,0.08900000000000001,0.304,0.29,0.224,0.306,0.526,0.833,0.303,6.5,0.244,1.4,2.0,2.3,0.9,58,14.0,0.356,135,0.207
2023,Byron Buxton,MIN,85,304,63,28,17,1,17,49,42,35,2,109,4,4,0,3,9,0,347,0.10099999999999999,0.314,0.32,0.207,0.294,0.438,0.731,0.23,6.1,0.253,2.3,1.2,2.5,1.3,40,-2.1,0.311,96,0.279
2021,C.J. Cron,COL,142,470,132,72,31,1,28,70,92,60,3,117,13,4,0,11,1,0,547,0.11,0.214,0.51,0.281,0.375,0.53,0.905,0.249,2.3,0.316,-2.7,-0.2,-2.4,-0.3,97,31.0,0.383,125,0.257
2022,C.J. Cron,COL,150,575,148,88,28,3,29,79,102,43,6,164,8,5,0,16,0,0,632,0.068,0.259,0.26,0.257,0.315,0.468,0.783,0.21,2.4,0.307,2.0,-0.9,0.1,-0.6,85,12.6,0.335,103,0.26
2022,CJ Abrams,WSN,44,159,41,32,7,2,0,17,10,1,0,23,3,0,0,1,6,2,163,0.006,0.141,0.04,0.258,0.276,0.327,0.603,0.069,6.9,0.301,0.9,0.7,0.7,0.3,13,-5.8,0.265,69,0.232
2022,CJ Abrams,SDP,46,125,29,22,5,0,2,16,11,4,0,27,6,2,2,4,1,2,139,0.028999999999999998,0.19399999999999998,0.15,0.232,0.285,0.32,0.605,0.088,3.4,0.276,1.2,-0.6,0.3,-0.7,11,-4.4,0.27,75,0.245
2023,CJ Abrams,WSN,151,563,138,86,28,6,18,83,64,32,2,118,13,3,3,7,47,4,614,0.052000000000000005,0.192,0.27,0.245,0.3,0.412,0.712,0.167,8.4,0.279,1.5,1.3,2.5,6.7,69,-6.2,0.306,91,0.246
2021,Cal Raleigh,SEA,47,139,25,11,12,0,2,6,13,7,0,52,1,1,0,3,0,0,148,0.047,0.35100000000000003,0.13,0.18,0.223,0.309,0.532,0.129,0.4,0.267,0.1,0.0,0.1,-0.1,8,-10.3,0.231,46,0.211
2022,Cal Raleigh,SEA,119,370,78,30,20,1,27,46,63,38,0,122,2,5,0,5,1,0,415,0.092,0.294,0.31,0.211,0.284,0.489,0.774,0.278,2.5,0.226,-1.3,0.4,0.8,-0.1,54,6.6,0.33,122,0.232
2023,Cal Raleigh,SEA,145,513,119,65,23,1,30,78,75,54,1,158,1,1,0,6,0,0,569,0.095,0.278,0.34,0.232,0.306,0.456,0.762,0.224,2.1,0.273,-1.8,1.9,-1.3,-0.9,73,3.7,0.326,114,0.22
2021,Cam Gallagher,KCR,48,112,28,21,6,0,1,9,7,8,0,20,0,1,2,2,0,0,124,0.065,0.161,0.4,0.25,0.298,0.33,0.628,0.08,0.9,0.293,0.0,0.1,-0.5,-0.1,11,-3.9,0.276,69,0.126
2020,Carlos Correa,HOU,58,201,53,39,9,0,5,22,25,16,2,49,3,1,0,4,0,0,221,0.07200000000000001,0.222,0.33,0.264,0.326,0.383,0.709,0.119,1.2,0.324,0.0,0.0,-0.1,-0.2,26,-2.2,0.308,94,0.279
2021,Carlos Correa,HOU,148,555,155,94,34,1,26,104,92,75,2,116,4,6,0,16,0,0,640,0.11699999999999999,0.18100000000000002,0.65,0.279,0.366,0.485,0.85,0.205,2.4,0.308,1.0,-1.0,-0.6,-0.6,104,26.0,0.364,133,0.291
2022,Carlos Correa,MIN,136,522,152,105,24,1,22,70,64,61,2,121,3,4,0,18,0,1,590,0.10300000000000001,0.205,0.5,0.291,0.366,0.467,0.834,0.176,1.7,0.339,-2.9,-2.0,-2.1,-1.1,92,24.7,0.362,139,0.23
2023,Carlos Correa,MIN,135,514,118,69,29,2,18,60,65,59,3,131,4,3,0,30,0,0,580,0.102,0.226,0.45,0.23,0.312,0.399,0.711,0.169,1.9,0.272,-2.5,-5.7,-1.9,-1.0,66,-4.7,0.309,94,0.31
